Country Name,Indicator Name,Year,Value
Germany,Unemployment levels (%),2028,2.949
Germany,"Inflation (CPI, %))",2028,140.673
Denmark,"Inflation (CPI, %))",2028,129.662
Denmark,Unemployment levels (%),2028,2.95
Denmark,National savings (% GDP),2028,34.116
Germany,National savings (% GDP),2028,25.793
Japan,"Inflation (CPI, %))",2028,119.943
Japan,National savings (% GDP),2028,29.884
Japan,Unemployment levels (%),2028,2.567
South Africa,"Inflation (CPI, %))",2028,114.265
South Africa,Unemployment levels (%),2028,32.525
South Africa,National savings (% GDP),2028,12.123
Costa Rica,National savings (% GDP),2028,12.952
Chile,Unemployment levels (%),2028,7.967
Costa Rica,Unemployment levels (%),2028,8.5
Costa Rica,"Inflation (CPI, %))",2028,120.637
Chile,"Inflation (CPI, %))",2028,158.844
Chile,National savings (% GDP),2028,21.93
Ghana,"Inflation (CPI, %))",2028,1009.328
Ghana,National savings (% GDP),2028,15.264
United States,National savings (% GDP),2029,17.724
United States,Unemployment levels (%),2029,3.824
United States,"Inflation (CPI, %))",2029,357.123
Germany,Unemployment levels (%),2029,2.907
Germany,"Inflation (CPI, %))",2029,143.726
Denmark,"Inflation (CPI, %))",2029,132.255
Denmark,Unemployment levels (%),2029,2.95
Denmark,National savings (% GDP),2029,34.067
Germany,National savings (% GDP),2029,25.566
Japan,"Inflation (CPI, %))",2029,122.353
Japan,National savings (% GDP),2029,29.806
Japan,Unemployment levels (%),2029,2.567
South Africa,"Inflation (CPI, %))",2029,117.693
South Africa,Unemployment levels (%),2029,32.442
South Africa,National savings (% GDP),2029,12.181
Costa Rica,National savings (% GDP),2029,13.381
Chile,Unemployment levels (%),2029,7.828
Costa Rica,Unemployment levels (%),2029,8.5
Costa Rica,"Inflation (CPI, %))",2029,124.199
Chile,"Inflation (CPI, %))",2029,163.61
Chile,National savings (% GDP),2029,22.121
Ghana,"Inflation (CPI, %))",2029,1090.074
Ghana,National savings (% GDP),2029,16.348
United States,National savings (% GDP),2030,17.712
United States,Unemployment levels (%),2030,3.727
United States,"Inflation (CPI, %))",2030,364.944
Germany,Unemployment levels (%),2030,2.912
Germany,"Inflation (CPI, %))",2030,146.855
Denmark,"Inflation (CPI, %))",2030,134.9
Denmark,Unemployment levels (%),2030,2.95
Denmark,National savings (% GDP),2030,34.032
Germany,National savings (% GDP),2030,25.482
Japan,"Inflation (CPI, %))",2030,124.801
Japan,National savings (% GDP),2030,29.676
Japan,Unemployment levels (%),2030,2.567
South Africa,"Inflation (CPI, %))",2030,121.224
South Africa,Unemployment levels (%),2030,32.194
South Africa,National savings (% GDP),2030,12.339
Costa Rica,National savings (% GDP),2030,13.713
Chile,Unemployment levels (%),2030,7.854
Costa Rica,Unemployment levels (%),2030,8.5
Costa Rica,"Inflation (CPI, %))",2030,127.866
Chile,"Inflation (CPI, %))",2030,168.518
Chile,National savings (% GDP),2030,22.257
Ghana,"Inflation (CPI, %))",2030,1177.28
Ghana,National savings (% GDP),2030,17.42
Chile,Urban population (% of total population),1980,81.243
Costa Rica,Urban population (% of total population),1980,43.099
Germany,Urban population (% of total population),1980,72.844
Denmark,Urban population (% of total population),1980,83.723
Ghana,Urban population (% of total population),1980,31.163
Japan,Urban population (% of total population),1980,76.175
Poland,Urban population (% of total population),1980,58.086
United States,Urban population (% of total population),1980,73.738
South Africa,Urban population (% of total population),1980,48.425
Chile,Urban population (% of total population),1981,81.778
Costa Rica,Urban population (% of total population),1981,43.45
Germany,Urban population (% of total population),1981,72.989
Denmark,Urban population (% of total population),1981,83.915
Ghana,Urban population (% of total population),1981,31.388
Japan,Urban population (% of total population),1981,76.273
Poland,Urban population (% of total population),1981,58.459
United States,Urban population (% of total population),1981,73.89
South Africa,Urban population (% of total population),1981,48.591
Chile,Urban population (% of total population),1982,82.226
Costa Rica,Urban population (% of total population),1982,43.803
Germany,Urban population (% of total population),1982,73.107
Denmark,Urban population (% of total population),1982,84.025
Ghana,Urban population (% of total population),1982,31.614
Japan,Urban population (% of total population),1982,76.383
Poland,Urban population (% of total population),1982,58.831
United States,Urban population (% of total population),1982,74.042
South Africa,Urban population (% of total population),1982,48.756
Chile,Urban population (% of total population),1983,82.359
Costa Rica,Urban population (% of total population),1983,44.156
Germany,Urban population (% of total population),1983,73.103
Denmark,Urban population (% of total population),1983,84.134
Ghana,Urban population (% of total population),1983,31.842
Japan,Urban population (% of total population),1983,76.493
Poland,Urban population (% of total population),1983,59.202
United States,Urban population (% of total population),1983,74.194
South Africa,Urban population (% of total population),1983,48.922
Chile,Urban population (% of total population),1984,82.492
Costa Rica,Urban population (% of total population),1984,44.542
Germany,Urban population (% of total population),1984,72.943
Denmark,Urban population (% of total population),1984,84.243
Ghana,Urban population (% of total population),1984,32.209
Japan,Urban population (% of total population),1984,76.603
Poland,Urban population (% of total population),1984,59.573
United States,Urban population (% of total population),1984,74.344
South Africa,Urban population (% of total population),1984,49.088
Chile,Urban population (% of total population),1985,82.624
Costa Rica,Urban population (% of total population),1985,45.445
Germany,Urban population (% of total population),1985,72.711
Denmark,Urban population (% of total population),1985,84.351
Ghana,Urban population (% of total population),1985,32.896
Japan,Urban population (% of total population),1985,76.712
Poland,Urban population (% of total population),1985,59.942
United States,Urban population (% of total population),1985,74.494
South Africa,Urban population (% of total population),1985,49.372
Chile,Urban population (% of total population),1986,82.755
Costa Rica,Urban population (% of total population),1986,46.353
Germany,Urban population (% of total population),1986,72.617
Denmark,Urban population (% of total population),1986,84.458
Ghana,Urban population (% of total population),1986,33.591
Japan,Urban population (% of total population),1986,76.835
Poland,Urban population (% of total population),1986,60.31
United States,Urban population (% of total population),1986,74.644
South Africa,Urban population (% of total population),1986,49.905
Chile,Urban population (% of total population),1987,82.885
Costa Rica,Urban population (% of total population),1987,47.264
Germany,Urban population (% of total population),1987,72.836
Denmark,Urban population (% of total population),1987,84.565
Ghana,Urban population (% of total population),1987,34.293
Japan,Urban population (% of total population),1987,76.962
Poland,Urban population (% of total population),1987,60.676
United States,Urban population (% of total population),1987,74.793
South Africa,Urban population (% of total population),1987,50.439
Chile,Urban population (% of total population),1988,83.014
Costa Rica,Urban population (% of total population),1988,48.177
Germany,Urban population (% of total population),1988,72.999
Denmark,Urban population (% of total population),1988,84.671
Ghana,Urban population (% of total population),1988,35.004
Japan,Urban population (% of total population),1988,77.088
Poland,Urban population (% of total population),1988,61.043
United States,Urban population (% of total population),1988,74.942
South Africa,Urban population (% of total population),1988,50.972
Chile,Urban population (% of total population),1989,83.143
Costa Rica,Urban population (% of total population),1989,49.089
Germany,Urban population (% of total population),1989,72.976
Denmark,Urban population (% of total population),1989,84.777
Ghana,Urban population (% of total population),1989,35.719
Japan,Urban population (% of total population),1989,77.213
Poland,Urban population (% of total population),1989,61.225
United States,Urban population (% of total population),1989,75.089
South Africa,Urban population (% of total population),1989,51.505
Chile,Urban population (% of total population),1990,83.271
Costa Rica,Urban population (% of total population),1990,50.003
Germany,Urban population (% of total population),1990,73.118
Denmark,Urban population (% of total population),1990,84.843
Ghana,Urban population (% of total population),1990,36.441
Japan,Urban population (% of total population),1990,77.339
Poland,Urban population (% of total population),1990,61.27
United States,Urban population (% of total population),1990,75.3
South Africa,Urban population (% of total population),1990,52.037
Chile,Urban population (% of total population),1991,83.398
Costa Rica,Urban population (% of total population),1991,50.917
Germany,Urban population (% of total population),1991,73.269
Denmark,Urban population (% of total population),1991,84.871
Ghana,Urban population (% of total population),1991,37.17
Japan,Urban population (% of total population),1991,77.473
Poland,Urban population (% of total population),1991,61.315
United States,Urban population (% of total population),1991,75.701
South Africa,Urban population (% of total population),1991,52.554
Chile,Urban population (% of total population),1992,83.564
Costa Rica,Urban population (% of total population),1992,51.832
Germany,Urban population (% of total population),1992,73.36
Denmark,Urban population (% of total population),1992,84.898
Ghana,Urban population (% of total population),1992,37.905
Japan,Urban population (% of total population),1992,77.61
Poland,Urban population (% of total population),1992,61.359
United States,Urban population (% of total population),1992,76.097
South Africa,Urban population (% of total population),1992,53.038
Chile,Urban population (% of total population),1993,83.896
Costa Rica,Urban population (% of total population),1993,52.743
Germany,Urban population (% of total population),1993,73.497
Denmark,Urban population (% of total population),1993,84.925
Ghana,Urban population (% of total population),1993,38.644
Japan,Urban population (% of total population),1993,77.746
Poland,Urban population (% of total population),1993,61.404
United States,Urban population (% of total population),1993,76.488
South Africa,Urban population (% of total population),1993,53.521
Chile,Urban population (% of total population),1994,84.223
Costa Rica,Urban population (% of total population),1994,53.653
Germany,Urban population (% of total population),1994,73.71
Denmark,Urban population (% of total population),1994,84.952
Ghana,Urban population (% of total population),1994,39.39
Japan,Urban population (% of total population),1994,77.881
Poland,Urban population (% of total population),1994,61.449
United States,Urban population (% of total population),1994,76.875
South Africa,Urban population (% of total population),1994,54.004
Chile,Urban population (% of total population),1995,84.545
Costa Rica,Urban population (% of total population),1995,54.561
Germany,Urban population (% of total population),1995,73.922
Denmark,Urban population (% of total population),1995,84.979
Ghana,Urban population (% of total population),1995,40.14
Japan,Urban population (% of total population),1995,78.016
Poland,Urban population (% of total population),1995,61.493
United States,Urban population (% of total population),1995,77.257
South Africa,Urban population (% of total population),1995,54.486
Chile,Urban population (% of total population),1996,84.861
Costa Rica,Urban population (% of total population),1996,55.467
Germany,Urban population (% of total population),1996,74.133
Denmark,Urban population (% of total population),1996,85.006
Ghana,Urban population (% of total population),1996,40.896
Japan,Urban population (% of total population),1996,78.145
Poland,Urban population (% of total population),1996,61.538
United States,Urban population (% of total population),1996,77.636
South Africa,Urban population (% of total population),1996,54.967
Chile,Urban population (% of total population),1997,85.172
Costa Rica,Urban population (% of total population),1997,56.367
Germany,Urban population (% of total population),1997,74.342
Denmark,Urban population (% of total population),1997,85.033
Ghana,Urban population (% of total population),1997,41.654
Japan,Urban population (% of total population),1997,78.272
Poland,Urban population (% of total population),1997,61.583
United States,Urban population (% of total population),1997,78.008
South Africa,Urban population (% of total population),1997,55.449
Chile,Urban population (% of total population),1998,85.477
Costa Rica,Urban population (% of total population),1998,57.264
Germany,Urban population (% of total population),1998,74.551
Denmark,Urban population (% of total population),1998,85.06
Ghana,Urban population (% of total population),1998,42.418
Japan,Urban population (% of total population),1998,78.398
Poland,Urban population (% of total population),1998,61.627
United States,Urban population (% of total population),1998,78.377
South Africa,Urban population (% of total population),1998,55.93
Chile,Urban population (% of total population),1999,85.778
Costa Rica,Urban population (% of total population),1999,58.157
Germany,Urban population (% of total population),1999,74.758
Denmark,Urban population (% of total population),1999,85.086
Ghana,Urban population (% of total population),1999,43.184
Japan,Urban population (% of total population),1999,78.523
Poland,Urban population (% of total population),1999,61.672
United States,Urban population (% of total population),1999,78.742
South Africa,Urban population (% of total population),1999,56.411
Chile,Urban population (% of total population),2000,86.073
Costa Rica,Urban population (% of total population),2000,59.052
Germany,Urban population (% of total population),2000,74.965
Denmark,Urban population (% of total population),2000,85.1
Ghana,Urban population (% of total population),2000,43.929
Japan,Urban population (% of total population),2000,78.649
Poland,Urban population (% of total population),2000,61.716
United States,Urban population (% of total population),2000,79.057
South Africa,Urban population (% of total population),2000,56.891
Chile,Urban population (% of total population),2001,86.363
Costa Rica,Urban population (% of total population),2001,60.41
Germany,Urban population (% of total population),2001,75.17
Denmark,Urban population (% of total population),2001,85.15
Ghana,Urban population (% of total population),2001,44.601
Japan,Urban population (% of total population),2001,79.99
Poland,Urban population (% of total population),2001,61.761
United States,Urban population (% of total population),2001,79.234
South Africa,Urban population (% of total population),2001,57.368
Chile,Urban population (% of total population),2002,86.606
Costa Rica,Urban population (% of total population),2002,61.753
Germany,Urban population (% of total population),2002,75.374
Denmark,Urban population (% of total population),2002,85.25
Ghana,Urban population (% of total population),2002,45.275
Japan,Urban population (% of total population),2002,81.647
Poland,Urban population (% of total population),2002,61.787
United States,Urban population (% of total population),2002,79.409
South Africa,Urban population (% of total population),2002,57.898
Chile,Urban population (% of total population),2003,86.665
Costa Rica,Urban population (% of total population),2003,63.08
Germany,Urban population (% of total population),2003,75.577
Denmark,Urban population (% of total population),2003,85.36
Ghana,Urban population (% of total population),2003,45.951
Japan,Urban population (% of total population),2003,83.196
Poland,Urban population (% of total population),2003,61.676
United States,Urban population (% of total population),2003,79.583
South Africa,Urban population (% of total population),2003,58.446
Chile,Urban population (% of total population),2004,86.725
Costa Rica,Urban population (% of total population),2004,64.388
Germany,Urban population (% of total population),2004,75.779
Denmark,Urban population (% of total population),2004,85.566
Ghana,Urban population (% of total population),2004,46.63
Japan,Urban population (% of total population),2004,84.64
Poland,Urban population (% of total population),2004,61.564
United States,Urban population (% of total population),2004,79.757
South Africa,Urban population (% of total population),2004,58.993
Chile,Urban population (% of total population),2005,86.783
Costa Rica,Urban population (% of total population),2005,65.672
Germany,Urban population (% of total population),2005,75.98
Denmark,Urban population (% of total population),2005,85.856
Ghana,Urban population (% of total population),2005,47.308
Japan,Urban population (% of total population),2005,85.978
Poland,Urban population (% of total population),2005,61.452
United States,Urban population (% of total population),2005,79.928
South Africa,Urban population (% of total population),2005,59.536
Chile,Urban population (% of total population),2006,86.842
Costa Rica,Urban population (% of total population),2006,66.935
Germany,Urban population (% of total population),2006,76.179
Denmark,Urban population (% of total population),2006,86.098
Ghana,Urban population (% of total population),2006,47.988
Japan,Urban population (% of total population),2006,87.118
Poland,Urban population (% of total population),2006,61.341
United States,Urban population (% of total population),2006,80.099
South Africa,Urban population (% of total population),2006,60.077
Chile,Urban population (% of total population),2007,86.9
Costa Rica,Urban population (% of total population),2007,68.174
Germany,Urban population (% of total population),2007,76.378
Denmark,Urban population (% of total population),2007,86.293
Ghana,Urban population (% of total population),2007,48.669
Japan,Urban population (% of total population),2007,88.146
Poland,Urban population (% of total population),2007,61.229
United States,Urban population (% of total population),2007,80.269
South Africa,Urban population (% of total population),2007,60.616
Chile,Urban population (% of total population),2008,86.959
Costa Rica,Urban population (% of total population),2008,69.39
Germany,Urban population (% of total population),2008,76.575
Denmark,Urban population (% of total population),2008,86.487
Ghana,Urban population (% of total population),2008,49.351
Japan,Urban population (% of total population),2008,89.103
Poland,Urban population (% of total population),2008,61.116
United States,Urban population (% of total population),2008,80.438
South Africa,Urban population (% of total population),2008,61.154
Chile,Urban population (% of total population),2009,87.017
Costa Rica,Urban population (% of total population),2009,70.575
Germany,Urban population (% of total population),2009,76.771
Denmark,Urban population (% of total population),2009,86.654
Ghana,Urban population (% of total population),2009,50.031
Japan,Urban population (% of total population),2009,89.989
Poland,Urban population (% of total population),2009,61.004
United States,Urban population (% of total population),2009,80.606
South Africa,Urban population (% of total population),2009,61.687
Chile,Urban population (% of total population),2010,87.074
Costa Rica,Urban population (% of total population),2010,71.736
Germany,Urban population (% of total population),2010,76.966
Denmark,Urban population (% of total population),2010,86.795
Ghana,Urban population (% of total population),2010,50.713
Japan,Urban population (% of total population),2010,90.812
Poland,Urban population (% of total population),2010,60.892
United States,Urban population (% of total population),2010,80.772
South Africa,Urban population (% of total population),2010,62.218
Chile,Urban population (% of total population),2011,87.132
Costa Rica,Urban population (% of total population),2011,72.868
Germany,Urban population (% of total population),2011,77.16
Denmark,Urban population (% of total population),2011,86.957
Ghana,Urban population (% of total population),2011,51.394
Japan,Urban population (% of total population),2011,91.069
Poland,Urban population (% of total population),2011,60.78
United States,Urban population (% of total population),2011,80.944
South Africa,Urban population (% of total population),2011,62.746
Chile,Urban population (% of total population),2012,87.189
Costa Rica,Urban population (% of total population),2012,73.946
Germany,Urban population (% of total population),2012,77.17
Denmark,Urban population (% of total population),2012,87.142
Ghana,Urban population (% of total population),2012,52.073
Japan,Urban population (% of total population),2012,91.148
Poland,Urban population (% of total population),2012,60.654
United States,Urban population (% of total population),2012,81.119
South Africa,Urban population (% of total population),2012,63.272
Chile,Urban population (% of total population),2013,87.246
Costa Rica,Urban population (% of total population),2013,74.97
Germany,Urban population (% of total population),2013,77.18
Denmark,Urban population (% of total population),2013,87.292
Ghana,Urban population (% of total population),2013,52.748
Japan,Urban population (% of total population),2013,91.226
Poland,Urban population (% of total population),2013,60.529
United States,Urban population (% of total population),2013,81.299
South Africa,Urban population (% of total population),2013,63.793
Chile,Urban population (% of total population),2014,87.303
Costa Rica,Urban population (% of total population),2014,75.941
Germany,Urban population (% of total population),2014,77.19
Denmark,Urban population (% of total population),2014,87.41
Ghana,Urban population (% of total population),2014,53.419
Japan,Urban population (% of total population),2014,91.304
Poland,Urban population (% of total population),2014,60.403
United States,Urban population (% of total population),2014,81.483
South Africa,Urban population (% of total population),2014,64.312
Chile,Urban population (% of total population),2015,87.36
Costa Rica,Urban population (% of total population),2015,76.862
Germany,Urban population (% of total population),2015,77.2
Denmark,Urban population (% of total population),2015,87.526
Ghana,Urban population (% of total population),2015,54.086
Japan,Urban population (% of total population),2015,91.381
Poland,Urban population (% of total population),2015,60.278
United States,Urban population (% of total population),2015,81.671
South Africa,Urban population (% of total population),2015,64.828
Chile,Urban population (% of total population),2016,87.422
Costa Rica,Urban population (% of total population),2016,77.735
Germany,Urban population (% of total population),2016,77.224
Denmark,Urban population (% of total population),2016,87.642
Ghana,Urban population (% of total population),2016,54.749
Japan,Urban population (% of total population),2016,91.457
Poland,Urban population (% of total population),2016,60.178
United States,Urban population (% of total population),2016,81.862
South Africa,Urban population (% of total population),2016,65.341
Chile,Urban population (% of total population),2017,87.49
Costa Rica,Urban population (% of total population),2017,78.56
Germany,Urban population (% of total population),2017,77.261
Denmark,Urban population (% of total population),2017,87.757
Ghana,Urban population (% of total population),2017,55.407
Japan,Urban population (% of total population),2017,91.535
Poland,Urban population (% of total population),2017,60.105
United States,Urban population (% of total population),2017,82.058
South Africa,Urban population (% of total population),2017,65.85
Chile,Urban population (% of total population),2018,87.564
Costa Rica,Urban population (% of total population),2018,79.34
Germany,Urban population (% of total population),2018,77.312
Denmark,Urban population (% of total population),2018,87.874
Ghana,Urban population (% of total population),2018,56.06
Japan,Urban population (% of total population),2018,91.616
Poland,Urban population (% of total population),2018,60.058
United States,Urban population (% of total population),2018,82.256
South Africa,Urban population (% of total population),2018,66.355
Chile,Urban population (% of total population),2019,87.643
Costa Rica,Urban population (% of total population),2019,80.076
Germany,Urban population (% of total population),2019,77.376
Denmark,Urban population (% of total population),2019,87.994
Ghana,Urban population (% of total population),2019,56.707
Japan,Urban population (% of total population),2019,91.698
Poland,Urban population (% of total population),2019,60.037
United States,Urban population (% of total population),2019,82.459
South Africa,Urban population (% of total population),2019,66.856
Chile,Urban population (% of total population),2020,87.727
Costa Rica,Urban population (% of total population),2020,80.771
Germany,Urban population (% of total population),2020,77.453
Denmark,Urban population (% of total population),2020,88.116
Ghana,Urban population (% of total population),2020,57.349
Japan,Urban population (% of total population),2020,91.782
Poland,Urban population (% of total population),2020,60.043
United States,Urban population (% of total population),2020,82.664
South Africa,Urban population (% of total population),2020,67.354
Chile,Urban population (% of total population),2021,87.817
Costa Rica,Urban population (% of total population),2021,81.425
Germany,Urban population (% of total population),2021,77.544
Denmark,Urban population (% of total population),2021,88.24
Ghana,Urban population (% of total population),2021,57.985
Japan,Urban population (% of total population),2021,91.867
Poland,Urban population (% of total population),2021,60.075
United States,Urban population (% of total population),2021,82.873
South Africa,Urban population (% of total population),2021,67.847
Chile,Urban population (% of total population),2022,87.912
Costa Rica,Urban population (% of total population),2022,82.042
Germany,Urban population (% of total population),2022,77.648
Denmark,Urban population (% of total population),2022,88.367
Ghana,Urban population (% of total population),2022,58.615
Japan,Urban population (% of total population),2022,91.955
Poland,Urban population (% of total population),2022,60.134
United States,Urban population (% of total population),2022,83.084
South Africa,Urban population (% of total population),2022,68.335
Chile,Urban population (% of total population),2023,88.012
Costa Rica,Urban population (% of total population),2023,82.622
Germany,Urban population (% of total population),2023,77.765
Denmark,Urban population (% of total population),2023,88.495
Ghana,Urban population (% of total population),2023,59.238
Japan,Urban population (% of total population),2023,92.043
Poland,Urban population (% of total population),2023,60.218
United States,Urban population (% of total population),2023,83.298
South Africa,Urban population (% of total population),2023,68.819
Chile,Urban population (% of total population),2024,88.116
Costa Rica,Urban population (% of total population),2024,83.167
Germany,Urban population (% of total population),2024,77.895
Denmark,Urban population (% of total population),2024,88.626
Ghana,Urban population (% of total population),2024,59.854
Japan,Urban population (% of total population),2024,92.134
Poland,Urban population (% of total population),2024,60.33
United States,Urban population (% of total population),2024,83.515
South Africa,Urban population (% of total population),2024,69.298
Chile,Gini index,1980,
Costa Rica,Gini index,1980,
Germany,Gini index,1980,
Denmark,Gini index,1980,
Ghana,Gini index,1980,
Japan,Gini index,1980,
Poland,Gini index,1980,
United States,Gini index,1980,34.7
South Africa,Gini index,1980,
Chile,Gini index,1981,
Costa Rica,Gini index,1981,47.5
Germany,Gini index,1981,
Denmark,Gini index,1981,
Ghana,Gini index,1981,
Japan,Gini index,1981,
Poland,Gini index,1981,
United States,Gini index,1981,35.5
South Africa,Gini index,1981,
Chile,Gini index,1982,
Costa Rica,Gini index,1982,
Germany,Gini index,1982,
Denmark,Gini index,1982,
Ghana,Gini index,1982,
Japan,Gini index,1982,
Poland,Gini index,1982,
United States,Gini index,1982,36.7
South Africa,Gini index,1982,
Chile,Gini index,1983,
Costa Rica,Gini index,1983,
Germany,Gini index,1983,
Denmark,Gini index,1983,
Ghana,Gini index,1983,
Japan,Gini index,1983,
Poland,Gini index,1983,
United States,Gini index,1983,37.3
South Africa,Gini index,1983,
Chile,Gini index,1984,
Costa Rica,Gini index,1984,
Germany,Gini index,1984,
Denmark,Gini index,1984,
Ghana,Gini index,1984,
Japan,Gini index,1984,
Poland,Gini index,1984,
United States,Gini index,1984,37.3
South Africa,Gini index,1984,
Chile,Gini index,1985,
Costa Rica,Gini index,1985,
Germany,Gini index,1985,
Denmark,Gini index,1985,
Ghana,Gini index,1985,
Japan,Gini index,1985,
Poland,Gini index,1985,25.1
United States,Gini index,1985,37.6
South Africa,Gini index,1985,
Chile,Gini index,1986,
Costa Rica,Gini index,1986,34.4
Germany,Gini index,1986,
Denmark,Gini index,1986,
Ghana,Gini index,1986,
Japan,Gini index,1986,
Poland,Gini index,1986,28.0
United States,Gini index,1986,37.6
South Africa,Gini index,1986,
Chile,Gini index,1987,56.2
Costa Rica,Gini index,1987,
Germany,Gini index,1987,
Denmark,Gini index,1987,26.2
Ghana,Gini index,1987,35.3
Japan,Gini index,1987,
Poland,Gini index,1987,25.5
United States,Gini index,1987,37.2
South Africa,Gini index,1987,
Chile,Gini index,1988,
Costa Rica,Gini index,1988,
Germany,Gini index,1988,
Denmark,Gini index,1988,
Ghana,Gini index,1988,36.0
Japan,Gini index,1988,
Poland,Gini index,1988,
United States,Gini index,1988,37.7
South Africa,Gini index,1988,
Chile,Gini index,1989,
Costa Rica,Gini index,1989,45.5
Germany,Gini index,1989,
Denmark,Gini index,1989,
Ghana,Gini index,1989,
Japan,Gini index,1989,
Poland,Gini index,1989,26.8
United States,Gini index,1989,38.2
South Africa,Gini index,1989,
Chile,Gini index,1990,57.2
Costa Rica,Gini index,1990,45.2
Germany,Gini index,1990,
Denmark,Gini index,1990,
Ghana,Gini index,1990,
Japan,Gini index,1990,
Poland,Gini index,1990,
United States,Gini index,1990,38.3
South Africa,Gini index,1990,
Chile,Gini index,1991,
Costa Rica,Gini index,1991,46.6
Germany,Gini index,1991,29.5
Denmark,Gini index,1991,
Ghana,Gini index,1991,38.4
Japan,Gini index,1991,
Poland,Gini index,1991,
United States,Gini index,1991,38.0
South Africa,Gini index,1991,
Chile,Gini index,1992,54.8
Costa Rica,Gini index,1992,45.6
Germany,Gini index,1992,29.1
Denmark,Gini index,1992,24.7
Ghana,Gini index,1992,
Japan,Gini index,1992,
Poland,Gini index,1992,29.3
United States,Gini index,1992,38.4
South Africa,Gini index,1992,
Chile,Gini index,1993,
Costa Rica,Gini index,1993,45.9
Germany,Gini index,1993,28.6
Denmark,Gini index,1993,
Ghana,Gini index,1993,
Japan,Gini index,1993,
Poland,Gini index,1993,26.7
United States,Gini index,1993,40.4
South Africa,Gini index,1993,59.3
Chile,Gini index,1994,56.4
Costa Rica,Gini index,1994,46.7
Germany,Gini index,1994,29.2
Denmark,Gini index,1994,
Ghana,Gini index,1994,
Japan,Gini index,1994,
Poland,Gini index,1994,
United States,Gini index,1994,40.0
South Africa,Gini index,1994,
Chile,Gini index,1995,
Costa Rica,Gini index,1995,45.7
Germany,Gini index,1995,28.8
Denmark,Gini index,1995,23.0
Ghana,Gini index,1995,
Japan,Gini index,1995,
Poland,Gini index,1995,34.6
United States,Gini index,1995,39.9
South Africa,Gini index,1995,
Chile,Gini index,1996,54.9
Costa Rica,Gini index,1996,46.5
Germany,Gini index,1996,28.0
Denmark,Gini index,1996,
Ghana,Gini index,1996,
Japan,Gini index,1996,
Poland,Gini index,1996,32.6
United States,Gini index,1996,40.3
South Africa,Gini index,1996,
Chile,Gini index,1997,
Costa Rica,Gini index,1997,45.6
Germany,Gini index,1997,28.2
Denmark,Gini index,1997,
Ghana,Gini index,1997,
Japan,Gini index,1997,
Poland,Gini index,1997,
United States,Gini index,1997,40.5
South Africa,Gini index,1997,
Chile,Gini index,1998,55.5
Costa Rica,Gini index,1998,45.6
Germany,Gini index,1998,28.3
Denmark,Gini index,1998,
Ghana,Gini index,1998,40.1
Japan,Gini index,1998,
Poland,Gini index,1998,32.3
United States,Gini index,1998,40.0
South Africa,Gini index,1998,
Chile,Gini index,1999,
Costa Rica,Gini index,1999,47.6
Germany,Gini index,1999,29.0
Denmark,Gini index,1999,
Ghana,Gini index,1999,
Japan,Gini index,1999,
Poland,Gini index,1999,32.3
United States,Gini index,1999,40.0
South Africa,Gini index,1999,
Chile,Gini index,2000,52.8
Costa Rica,Gini index,2000,47.4
Germany,Gini index,2000,28.9
Denmark,Gini index,2000,23.8
Ghana,Gini index,2000,
Japan,Gini index,2000,
Poland,Gini index,2000,33.0
United States,Gini index,2000,40.1
South Africa,Gini index,2000,57.8
Chile,Gini index,2001,
Costa Rica,Gini index,2001,51.5
Germany,Gini index,2001,29.9
Denmark,Gini index,2001,
Ghana,Gini index,2001,
Japan,Gini index,2001,
Poland,Gini index,2001,32.8
United States,Gini index,2001,40.6
South Africa,Gini index,2001,
Chile,Gini index,2002,
Costa Rica,Gini index,2002,51.8
Germany,Gini index,2002,29.8
Denmark,Gini index,2002,
Ghana,Gini index,2002,
Japan,Gini index,2002,
Poland,Gini index,2002,34.1
United States,Gini index,2002,40.4
South Africa,Gini index,2002,
Chile,Gini index,2003,51.5
Costa Rica,Gini index,2003,49.3
Germany,Gini index,2003,29.8
Denmark,Gini index,2003,25.6
Ghana,Gini index,2003,
Japan,Gini index,2003,
Poland,Gini index,2003,34.9
United States,Gini index,2003,40.8
South Africa,Gini index,2003,
Chile,Gini index,2004,
Costa Rica,Gini index,2004,48.4
Germany,Gini index,2004,30.2
Denmark,Gini index,2004,24.9
Ghana,Gini index,2004,
Japan,Gini index,2004,
Poland,Gini index,2004,38.0
United States,Gini index,2004,40.5
South Africa,Gini index,2004,
Chile,Gini index,2005,
Costa Rica,Gini index,2005,47.5
Germany,Gini index,2005,31.7
Denmark,Gini index,2005,25.2
Ghana,Gini index,2005,42.8
Japan,Gini index,2005,
Poland,Gini index,2005,35.8
United States,Gini index,2005,41.3
South Africa,Gini index,2005,64.8
Chile,Gini index,2006,47.7
Costa Rica,Gini index,2006,49.3
Germany,Gini index,2006,31.0
Denmark,Gini index,2006,25.9
Ghana,Gini index,2006,
Japan,Gini index,2006,
Poland,Gini index,2006,34.7
United States,Gini index,2006,41.7
South Africa,Gini index,2006,
Chile,Gini index,2007,
Costa Rica,Gini index,2007,49.3
Germany,Gini index,2007,31.2
Denmark,Gini index,2007,26.2
Ghana,Gini index,2007,
Japan,Gini index,2007,
Poland,Gini index,2007,34.0
United States,Gini index,2007,41.1
South Africa,Gini index,2007,
Chile,Gini index,2008,
